SEC2000.2021.02.02SDTEZ
TimeStamp,gYawDev25s,gYawTwistPosition,gNacVibrationX,gNacVibrationY,gVibEffectiveValue,gRotSpeed1,gRotSpeed2,gRotSpeedSSI,gActualGenSpd,gConvTorqueActualVal,gWindSpeed10s,gWindSpeed1,gWindSpeed2,gWindDirection1Avg25s,gWindDirection2Avg25s,gPitSysTagPosSet,gPitchPosition,gHydSysPressure,gSCACosPhiSet,gScadaPowReduct,gBrakeCode,gYawCode,gMainLoopNumber,ManuControl,buf_safety_1,buf_safety_2,gCscDataIn.StateWord,gConvTorqueSetVal,buf_Conv_control,buf_gTBDI937101,buf_gTBDI937102,buf_gTBDO932201,buf_gTBDO932202,buf_gNacDI937101,buf_gNacDI937102,buf_gNacDI937103,buf_gNacDI937104,buf_gNacDI937105,buf_gNacDI937106,buf_gNacDI937107,buf_gNacDO932201,buf_gNacDO932202,buf_gNacDO932203,buf_gNacDO932204,gTmpCabTb,gTmpTb,gTmpTf,gTmpCabNac,gTmpNac,gTmpNacOutdoor,gYawSpeed,gTmpGbxLow,gTmpGbxInletOil,gTmpGbxOil,gTmpGbxWater,gTmpGenWinding,gTmpGenCoolWater,gTmpGenWindingU1,gTmpGenWindingV1,gTmpGenWindingW1,gTmpGenBearingF,gTmpGenBearingR,gTmpGenRing,gTmpGenInletAir,gTmpGenOutletAir,gGridU1,gGridU2,gGridU3,gGridIL1,gGridIL2,gGridIL3,gGridFreq,gGridP,gGridQ,gGridCosPhi,gPitPosEnc1[0],gPitPosEnc1[1],gPitPosEnc1[2],gPitPosEnc2[0],gPitPosEnc2[1],gPitPosEnc2[2],gPitDrvCurrentInv[0],gPitDrvCurrentInv[1],gPitDrvCurrentInv[2],gPitAxisBattVolt[0],gPitAxisBattVolt[1],gPitAxisBattVolt[2],gBufPitchStatus_1,gBufPitchStatus_2,gBufPitchStatus_3,gBufPitchStatus_4,gBufPitchStatus_5,gBufPitchStatus_6,gBufPitchStatus_7,gBufPitchStatus_8,BufferType,gRegion,,,,
2022_4_8_19:42:40:920,-7.90229,395.812,0.00369732,0.0262612,0.00372158,14.5371,14.5371,14.538,1814.55,99.291,12.0272,12.8939,12.8939,-7.90229,-7.90229,9.78679,9.67067,154.447,0,1,0,0,8,0,255,255,570.2,99.2912,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,37,37,28.12,1.06165e-15,76.21,62.2,68.7,61.5,98.31,36.6,98.31,98.08,97.3,59.04,53.52,46.18,0,0,417.9,416.9,414.2,1637.5,1673.6,1686.4,49.967,2068.5,60.4,0.3992,9.669,9.671,9.672,9.803,9.689,9.616,9.78,6.38,11.44,308.4,328.96,306.14,18498,32793,33817,32793,8,8,8,5913,0,3,0,0,0,
2022_4_8_19:42:41:920,-6.694,395.812,0.00454726,0.0247322,0.00241123,14.5811,14.5811,14.7586,1822.19,99.434,12.4577,12.4726,12.4726,-6.694,-6.694,11.0435,11.0523,154.469,0,1,0,0,8,0,255,255,775,99.4112,8,139,3075,468.8,14,4087,1,2058,1012,7,4080,3967,1141.2,204,2316,288,33.7,33,3276.7,37,37,28.3,1.06165e-15,76.24,62.2,68.7,61.5,98.35,36.6,98.35,98,97.35,59,53.55,46.11,0,0,418.7,416.7,413.9,1652.6,1682.2,1695.8,49.954,2088.2,52.3,0.7979,11.05,11.057,11.05,11.163,11.024,10.991,8.9,9.02,8.31,308.4,328.98,306.1,18498,32793,33817,32793,8.3,8.3,8.3,5913,0,3,0,0,0,
2022_4_8_19:42:42:920,-5.66991,395.812,0.00454878,0.0233009,0.000560296,14.4346,14.4346,14.5128,1807.05,98.806,12.4068,12.5333,12.5333,-5.66991,-5.66991,10.2433,10.3997,154.477,0,1,0,0,8,0,255,255,877.4,98.6569,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,37,37,28.3,1.06165e-15,76.26,62.21,68.7,61.5,98.35,36.6,98.35,98,97.32,59,53.5,46.17,0,0,419.4,416.7,413.8,1623.8,1653.1,1665.7,50.008,2064.9,64,0.5984,10.4,10.401,10.398,10.53,10.383,10.389,15.6,15.98,14.88,308.4,328.95,306.13,18498,32793,33817,32793,8,8.1,8,5913,0,3,0,0,0,
2022_4_8_19:42:43:920,-5.81861,395.812,0.00524918,0.0228767,0.000835316,14.499,14.499,14.5113,1805.52,99.216,12.5257,12.788,12.788,-5.81861,-5.81861,9.86874,9.76767,154.462,0,1,0,0,8,0,255,255,979.8,99.3293,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,32.99,3276.7,37,37,28.3,1.06165e-15,76.3,62.21,68.7,61.5,98.37,36.6,98.37,98.04,97.31,59.04,53.53,46.15,0,0,418.1,416.8,413.9,1632.7,1665.5,1678.1,49.972,2056.3,78.3,0.7984,9.77,9.765,9.768,9.893,9.775,9.724,10.8,6.46,5.61,308.39,328.96,306.16,18498,32793,33817,32793,8.2,8.2,8.2,5913,0,3,0,0,0,
2022_4_8_19:42:44:920,-5.30617,395.812,0.00526444,0.0209525,0.00208184,14.4756,14.4756,14.4819,1810.71,99.342,12.447,12.1107,12.1107,-5.30617,-5.30617,9.55886,9.504,154.416,0,1,0,0,8,0,255,255,672.6,99.4343,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,32.99,3276.7,37,37,28.3,1.06165e-15,76.25,62.23,68.7,61.5,98.39,36.6,98.39,97.98,97.36,59.03,53.52,46.22,0,0,418.9,416.8,413.8,1638.9,1668.5,1680.9,50.024,2069.5,72,0.5988,9.504,9.502,9.506,9.637,9.524,9.455,12.26,7.52,12.16,308.34,328.9,306.11,18498,32793,33817,32793,8,8,8,5913,0,3,0,0,0,
2022_4_8_19:42:45:920,-4.58001,395.812,0.00509659,0.0202078,0.00255134,14.5898,14.5898,14.7433,1822.13,99.446,12.5215,13.0578,13.0578,-4.58001,-4.58001,10.818,10.776,154.431,0,1,0,0,8,0,255,255,672.6,99.3257,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,32.98,3276.7,37,37,28.3,1.06165e-15,76.29,62.22,68.7,61.5,98.37,36.6,98.37,98.03,97.35,59.02,53.55,46.13,0,0,417.8,416.9,414.6,1648.3,1685.4,1699.1,49.956,2084.5,57.6,0.5985,10.774,10.781,10.773,10.883,10.753,10.723,7.25,7.71,7.74,308.35,328.9,306.13,18498,32793,33817,32793,8,8.2,8,5913,0,3,0,0,0,
2022_4_8_19:42:46:920,-3.86884,395.812,0.00511185,0.021775,0.000956806,14.4639,14.4639,14.5811,1814.23,98.991,12.6375,12.2947,12.2947,-3.86884,-3.86884,10.5243,10.6783,154.462,0,1,0,0,8,0,255,255,570.2,98.8821,8,139,3075,468.8,14,4087,1,2058,1012,7,4080,3967,1141.2,204,2316,288,33.7,33,3276.7,37,37,28.33,1.06165e-15,76.3,62.21,68.7,61.5,98.38,36.6,98.38,98,97.36,59.05,53.54,46.21,0,0,419.3,416.7,413.9,1633.5,1661.7,1674.3,49.981,2077.5,64.3,0.9977,10.677,10.68,10.678,10.786,10.662,10.655,13.28,14.63,12.91,308.38,328.93,306.11,18498,32793,33817,32793,8.3,8.3,8.3,5913,0,3,0,0,0,
2022_4_8_19:42:47:920,-3.41516,395.812,0.00445723,0.0220252,0.000568462,14.5342,14.5342,14.547,1810.04,98.76,12.5303,12.6893,12.6893,-3.41516,-3.41516,10.027,9.92633,154.422,0,1,0,0,8,0,255,255,979.8,98.86,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,37,37,28.32,1.06165e-15,76.3,62.2,68.7,61.5,98.35,36.6,98.35,98.03,97.34,59.02,53.55,46.16,0,0,418,416.8,414.1,1626,1659.7,1672,49.989,2056.5,49.1,-0.000199986,9.931,9.921,9.927,10.047,9.929,9.891,11.81,7.27,7.22,308.31,328.9,306.1,18498,32793,33817,32793,8.3,8.2,8.1,5913,0,3,0,0,0,
2022_4_8_19:42:48:920,-2.96923,395.812,0.00405438,0.0220008,0.000623908,14.499,14.499,14.5107,1814.27,99.367,12.6166,12.9342,12.9342,-2.96923,-2.96923,9.80259,9.78467,154.454,0,1,0,0,8,0,255,255,877.4,99.4595,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,37,37,28.37,1.06165e-15,76.3,62.21,68.7,61.5,98.38,36.6,98.38,98.08,97.31,59.02,53.53,46.17,0,0,419,416.6,414,1641.4,1671.6,1684.4,50.027,2070.3,57.7,0.7977,9.783,9.783,9.788,9.912,9.808,9.734,13.08,8.18,12.23,308.4,328.91,306.1,18498,32793,33817,32793,8,8,8,5913,0,3,0,0,0,
2022_4_8_19:42:49:920,-2.43106,395.812,0.00341502,0.0203803,0.001929,14.625,14.625,14.7528,1822.42,99.335,12.8141,13.2121,13.2121,-2.43106,-2.43106,10.9089,10.8183,154.485,0,1,0,0,8,0,255,255,979.8,99.2485,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,37,37,28.39,1.06165e-15,76.3,62.2,68.7,61.5,98.36,36.6,98.36,98.01,97.33,59.04,53.51,46.2,0,0,419.7,416.1,413.2,1655.7,1679.9,1693.3,49.991,2082.9,52.5,0.5984,10.816,10.821,10.818,10.917,10.794,10.759,5.45,7.34,6.38,308.4,328.92,306.15,18498,32793,33817,32793,8.1,8.1,8,5913,0,3,0,0,0,
2022_4_8_19:42:50:920,-2.48819,395.812,0.00268563,0.0210578,0.00199245,14.4521,14.4521,14.6156,1808.97,99.268,12.8182,11.9248,11.9248,-2.48819,-2.48819,10.92,11.094,154.477,0,1,0,0,8,0,255,255,672.6,98.9907,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,37,37,28.4,1.06165e-15,76.3,62.2,68.7,61.5,98.36,36.6,98.36,98.01,97.35,59.04,53.54,46.17,0,0,418.5,416.9,414.3,1630.8,1663.6,1676.5,49.986,2076.8,63.9,0.7975,11.097,11.089,11.096,11.212,11.074,11.086,13.79,14.11,12.85,308.4,329,306.17,18498,32793,33817,32793,8.6,8.6,8.7,5913,0,3,0,0,0,
2022_4_8_19:42:51:920,-2.2777,395.812,0.00220649,0.0212287,0.00201632,14.4229,14.4229,14.4364,1792.57,98.66,12.3096,11.7736,11.7736,-2.2777,-2.2777,9.82211,9.76833,154.454,0,1,0,0,8,0,255,255,672.6,98.6666,8,139,3075,468.8,14,4087,1,2058,1012,7,4080,3967,1141.2,204,2316,288,33.7,32.99,3276.7,37,37,28.39,1.06165e-15,76.3,62.23,68.71,61.5,98.36,36.6,98.36,98.03,97.33,59.03,53.53,46.21,0,0,418.7,416.6,413.8,1609.1,1639.3,1652.4,50.024,2038.5,58.6,0.599,9.771,9.767,9.767,9.886,9.779,9.73,11.45,8.28,7.56,308.31,328.99,306.15,18498,32793,33817,32793,8.1,8.3,8.1,5913,0,3,0,0,0,
2022_4_8_19:42:52:920,-1.06361,395.812,0.00241249,0.0219214,0.00165951,14.3203,14.3203,14.3353,1789.85,99.117,12.2914,12.8341,12.8341,-1.06361,-1.06361,9.10402,9.16167,154.462,0,1,0,0,8,0,255,255,672.6,99.4637,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,37,37,28.4,1.06165e-15,76.3,62.23,68.72,61.5,98.36,36.6,98.36,98.01,97.35,59.03,53.57,46.2,0,0,419.1,416.4,413.8,1617.2,1644.5,1656.9,49.995,2040,49.1,0.9975,9.159,9.159,9.167,9.296,9.186,9.124,14.4,10.63,15.21,308.33,328.9,306.1,18498,32793,33817,32793,8.1,8,8.1,5913,0,3,0,0,0,
2022_4_8_19:42:53:920,0.891914,395.812,0.00299692,0.0217353,0.00106378,14.4551,14.4551,14.5379,1801.56,99.1,12.6652,13.3457,13.3457,0.891914,0.891914,9.60043,9.45733,154.439,0,1,0,0,8,0,255,255,877.4,99.1003,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,37,37,28.38,1.06165e-15,76.3,62.24,68.71,61.5,98.4,36.6,98.4,97.99,97.37,59.02,53.56,46.19,0,0,419.8,415.8,412.8,1636.6,1658.6,1671.3,49.937,2055.1,43.3,0.7985,9.457,9.461,9.454,9.576,9.452,9.389,3.71,4.62,5.47,308.32,328.95,306.12,18498,32793,33817,32793,8.1,8.1,8.1,5913,0,3,0,0,0,
2022_4_8_19:42:54:920,2.04963,395.812,0.00290078,0.0235282,0.00157963,14.3643,14.3643,14.5586,1806.26,99.195,12.7466,12.0948,12.0948,2.04963,2.04963,10.012,10.1643,154.462,0,1,0,0,8,0,255,255,979.8,99.2317,8,139,3075,571.2,14,4087,1,2058,1012,7,4080,3967,1166.8,204,2316,288,33.7,32.99,3276.7,37,37,28.4,1.06165e-15,76.3,62.27,68.74,61.5,98.39,36.6,98.39,98.03,97.35,59.04,53.54,46.22,0,0,419,416.7,413.8,1631.8,1660.9,1673.4,50.04,2070.7,53.3,0.7981,10.163,10.166,10.164,10.29,10.139,10.137,10.79,12.33,10.24,308.3,328.97,306.1,18498,32793,33817,32793,8.4,8.5,8.2,5913,0,3,0,0,0,
2022_4_8_19:42:55:920,2.87681,395.812,0.0030427,0.0243248,0.00215429,14.4316,14.4316,14.4466,1805.81,99.629,12.2322,11.3961,11.3961,2.87681,2.87681,9.12323,9.004,154.469,0,1,0,0,8,0,255,255,775,99.6248,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,37,37,28.37,1.06165e-15,76.3,62.26,68.77,61.5,98.37,36.6,98.37,98.04,97.36,59.05,53.52,46.2,0,0,418.7,417,414,1637.7,1669.4,1682.7,49.985,2062.3,59,0.5983,9.01,9,9.002,9.124,9.009,8.965,11.21,9.49,7.5,308.3,328.93,306.1,18498,32793,33817,32793,8.3,8.3,8.3,5913,0,3,0,0,0,
2022_4_8_19:42:56:920,3.12243,395.812,0.00282449,0.0243248,0.00203241,14.4902,14.4902,14.5058,1812.7,99.803,12.1554,12.5817,12.5817,3.12243,3.12243,9.3231,9.43633,154.386,0,1,0,0,8,0,255,255,672.6,99.7803,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,37,37,28.4,1.06165e-15,76.3,62.27,68.73,61.5,98.4,36.6,98.4,98.07,97.33,59.05,53.53,46.21,0,0,418.7,416.8,414.1,1648.1,1679.3,1691.7,49.969,2081.4,59.7,0.5987,9.433,9.437,9.439,9.565,9.463,9.386,14.01,9.52,12.12,308.3,328.97,306.1,18498,32793,33817,32793,8.5,8.7,8.5,5913,0,3,0,0,0,
2022_4_8_19:42:57:920,2.11792,395.812,0.00210578,0.0255409,0.00304478,14.6133,14.6133,14.6695,1819.03,99.381,12.6011,13.8969,13.8969,2.11792,2.11792,9.88456,9.66833,154.477,0,1,0,0,8,0,255,255,570.2,99.2368,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,37,37,28.4,1.06165e-15,76.3,62.28,68.73,61.5,98.38,36.6,98.38,98.02,97.38,59.03,53.58,46.16,0,0,418.5,417,414.1,1646.9,1679.4,1693.3,49.926,2082.2,54.2,0.3991,9.668,9.671,9.666,9.801,9.662,9.606,4.02,4.13,5.64,308.3,328.9,306.1,18498,32793,33817,32793,8,8.1,8,5913,0,3,0,0,0,
2022_4_8_19:42:58:920,0.700937,395.812,0.00235298,0.0279565,0.00467598,14.4932,14.4932,14.6973,1816.4,99.048,13.0704,13.1028,13.1028,0.700937,0.700937,10.5263,10.7197,154.538,0,1,0,0,8,0,255,255,877.4,99.1987,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,37,37,28.4,1.06165e-15,76.3,62.29,68.77,61.5,98.4,36.6,98.4,98.04,97.36,59.06,53.57,46.25,0,0,418.1,417,414,1635.8,1669.3,1681.2,49.981,2084.7,59.6,0.7984,10.723,10.713,10.723,10.84,10.686,10.689,12.37,13.99,11.35,308.3,328.94,306.11,18498,32793,33817,32793,8.6,8.2,8.2,5913,0,3,0,0,0,
2022_4_8_19:42:59:920,-1.08871,395.812,0.00190741,0.0286248,0.00532627,14.4346,14.4346,14.4547,1798.67,99.105,12.6949,12.0218,12.0218,-1.08871,-1.08871,9.3061,9.24333,154.447,0,1,0,0,8,0,255,255,877.4,99.107,8,139,3075,571.2,14,4087,1,2058,1012,7,4080,3967,1166.8,204,2316,288,33.7,33,3276.7,37,37,28.4,1.06165e-15,76.3,62.29,68.78,61.5,98.36,36.6,98.36,98.07,97.36,59.05,53.55,46.19,0,0,419.1,416.8,413.9,1622.2,1651,1665,49.965,2051.6,60.2,0.7982,9.243,9.247,9.24,9.37,9.255,9.214,13.54,11.14,9.99,308.3,328.98,306.14,18498,32793,33817,32793,8,8,8,5913,0,3,0,0,0,
2022_4_8_19:43:0:920,-2.14043,395.812,0.00150761,0.0267922,0.00364564,14.3877,14.3877,14.4039,1796.3,99.684,12.6959,13.1165,13.1165,-2.14043,-2.14043,8.83319,8.979,154.462,0,1,0,0,8,0,255,255,979.8,99.7112,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,37,37,28.4,1.06165e-15,76.3,62.29,68.79,61.53,98.39,36.6,98.39,98,97.4,59.03,53.56,46.23,0,0,419.2,416.8,413.6,1631.6,1658.6,1670.9,49.998,2058.3,52.9,0.399,8.979,8.974,8.984,9.111,9.003,8.94,15.94,10.49,11.91,308.3,328.95,306.1,18498,32793,33817,32793,8,8,8,5913,0,3,0,0,0,
2022_4_8_19:43:1:920,-3.49854,395.812,0.0014481,0.0247566,0.00180152,14.4814,14.4814,14.4966,1803.11,99.287,12.9105,12.8188,12.8188,-3.49854,-3.49854,8.7279,8.497,154.439,0,1,0,0,8,0,255,255,672.6,99.3496,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,37,37,28.4,1.06165e-15,76.3,62.28,68.78,61.5,98.39,36.6,98.39,98.06,97.38,59.05,53.56,46.23,0,0,419,416.9,413.6,1635.9,1663.9,1679.6,49.966,2062.6,60.8,0.9977,8.496,8.499,8.496,8.608,8.485,8.424,4.31,3.43,7.48,308.3,328.94,306.1,18498,32793,33817,32793,8.1,8.1,8.1,5913,0,3,0,0,0,
2022_4_8_19:43:2:920,-4.33264,395.812,0.00153661,0.0214957,0.00263401,14.3994,14.3994,14.6454,1813.33,99.161,12.4776,11.4209,11.4209,-4.33264,-4.33264,9.7623,9.90133,154.454,0,1,0,0,8,0,255,255,775,99.2565,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,37,37,28.4,1.06165e-15,76.3,62.28,68.78,61.5,98.38,36.6,98.38,98.15,97.32,59.07,53.53,46.23,0,0,418.4,417.2,413.7,1638.1,1669.8,1684.3,49.968,2079.8,49.4,0.798,9.901,9.903,9.9,10.038,9.889,9.863,10.13,11.61,9.24,308.3,328.98,306.1,18498,32793,33817,32793,8.5,8.4,8.3,5913,0,3,0,0,0,
2022_4_8_19:43:3:920,-3.25296,395.812,0.00212409,0.0209845,0.00287225,14.4639,14.4639,14.4705,1809.11,98.865,12.2168,11.9579,11.9579,-3.25296,-3.25296,8.78295,8.748,154.47,0,1,0,0,8,0,255,255,570.2,99.1856,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,37,37,28.4,1.06165e-15,76.3,62.3,68.78,61.54,98.41,36.6,98.41,97.99,97.37,59.03,53.56,46.22,0,0,418.6,417,413.5,1630,1659.7,1674.3,49.927,2063.9,64.9,0.9977,8.751,8.746,8.747,8.878,8.753,8.72,12.16,12.35,11.07,308.29,328.94,306.09,18498,32793,33817,32793,8,8,8,5913,0,3,0,0,0,
2022_4_8_19:43:4:920,-1.7067,395.812,0.0021363,0.0224357,0.00154441,14.5342,14.5342,14.5527,1815,99.461,11.8257,10.8269,10.8269,-1.7067,-1.7067,9.07172,9.131,154.454,0,1,0,0,8,0,255,255,979.8,99.5047,8,139,3075,571.2,14,4087,1,2058,1012,7,4080,3967,1166.8,204,2316,288,33.7,33,3276.7,37,37,28.4,1.06165e-15,76.3,62.3,68.78,61.5,98.4,36.6,98.4,98.04,97.36,59.06,53.58,46.21,0,0,417.9,417.5,414.2,1643.4,1678.7,1693.9,49.923,2075.3,45.8,0.1991,9.134,9.129,9.13,9.237,9.144,9.073,11.54,6.38,6.54,308.3,328.91,306.1,18498,32793,33817,32793,8.2,8.2,8.2,5913,0,3,0,0,0,
2022_4_8_19:43:5:920,-0.171885,395.812,0.00245064,0.0251335,0.00136687,14.6133,14.6133,14.6158,1818.82,99.492,11.6897,11.4916,11.4916,-0.171885,-0.171885,9.15605,8.96633,154.431,0,1,0,0,8,0,255,255,877.4,99.5333,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,37,37,28.4,1.06165e-15,76.3,62.3,68.78,61.53,98.38,36.6,98.38,98.01,97.35,59.08,53.55,46.26,0,0,419.3,416.9,413.3,1653.7,1679.3,1694.5,49.968,2084.3,52.3,0.5985,8.962,8.969,8.968,9.093,8.97,8.904,5.95,5.44,7.57,308.27,328.91,306.1,18498,32793,33817,32793,8,8,8,5913,0,3,0,0,0,
2022_4_8_19:43:6:920,0.0300412,395.812,0.00267037,0.0260979,0.00223351,14.5254,14.5254,14.7616,1819.59,98.82,11.466,11.7957,11.7957,0.0300412,0.0300412,10.3413,10.4377,154.516,0,1,0,0,8,0,255,255,877.4,98.906,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,37,37,28.4,1.06165e-15,76.3,62.3,68.79,61.56,98.4,36.6,98.4,98.07,97.38,59.04,53.58,46.2,0,0,418.9,417,413.5,1640.4,1669.2,1683.6,49.943,2084.3,46.2,0.1991,10.435,10.439,10.439,10.565,10.415,10.394,9.94,10.86,10.51,308.26,328.96,306.1,18498,32793,33817,32793,8,8,8,5913,0,3,0,0,0,
2022_4_8_19:43:7:920,-1.33489,395.812,0.00276345,0.0259713,0.00209281,14.417,14.417,14.4602,1799.98,98.223,11.9071,12.4848,12.4848,-1.33489,-1.33489,9.12146,9.20533,154.5,0,1,0,0,8,0,255,255,570.2,98.6127,8,139,3075,468.8,14,4087,1,2058,1012,7,4080,3967,1141.2,204,2316,288,33.7,33,3276.7,37,37,28.4,1.06165e-15,76.3,62.3,68.77,61.56,98.39,36.6,98.39,98.06,97.38,59.06,53.57,46.25,0,0,418.8,417.2,413.8,1609.7,1639.5,1653.6,49.992,2049.9,56.8,0.5984,9.207,9.205,9.204,9.335,9.198,9.182,16.29,14.74,12.84,308.26,328.98,306.11,18498,32793,33817,32793,8.1,8,8,5913,0,3,0,0,0,
2022_4_8_19:43:8:920,-3.67987,395.812,0.00305948,0.0251228,0.00133228,14.4229,14.4229,14.4399,1795.82,99.019,12.0428,12.3119,12.3119,-3.67987,-3.67987,8.6926,8.70567,154.469,0,1,0,0,8,0,255,255,672.6,99.3217,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,37,37,28.4,1.06165e-15,76.3,62.3,68.79,61.57,98.39,36.61,98.39,98.05,97.37,59.06,53.56,46.27,0,0,419.1,417.2,413.8,1622.8,1652.5,1668.8,50.024,2046.8,49.6,0.5987,8.705,8.704,8.708,8.82,8.714,8.661,12.01,6.88,9.8,308.25,328.99,306.1,18498,32793,33817,32793,8.2,8.2,8.1,5913,0,3,0,0,0,
2022_4_8_19:43:9:920,-5.7251,395.812,0.00318766,0.0223533,0.00155152,14.4229,14.4229,14.4269,1800.77,99.235,12.1939,12.5413,12.5413,-5.7251,-5.7251,8.1978,8.077,154.439,0,1,0,0,8,0,255,255,775,99.4646,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,37,37,28.4,1.06165e-15,76.3,62.29,68.79,61.58,98.41,36.63,98.41,98.04,97.41,59.06,53.56,46.27,0,0,419.3,417.2,413.7,1630.9,1659.1,1674.4,50.005,2059.1,62.3,0.3988,8.075,8.083,8.073,8.188,8.067,8.017,9.09,6.45,11.01,308.21,328.95,306.1,18498,32793,33817,32793,8.2,8.2,8.2,5913,0,3,0,0,0,
2022_4_8_19:43:10:920,-7.67926,395.812,0.0031373,0.0193091,0.00424614,14.4668,14.4668,14.6642,1810.94,99.697,12.2923,12.3527,12.3527,-7.67926,-7.67926,9.41524,9.42767,154.424,0,1,0,0,8,0,255,255,979.8,99.5352,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,37,37,28.4,1.06165e-15,76.3,62.28,68.8,61.57,98.4,36.66,98.4,98.12,97.39,59.07,53.58,46.22,0,0,418.9,417.3,413.7,1645.3,1675.7,1690.6,49.933,2077,65.9,0.3992,9.431,9.423,9.429,9.568,9.431,9.387,7.32,10.63,8.48,308.2,328.92,306.09,18498,32793,33817,32793,8,8,8,5913,0,3,0,0,0,
2022_4_8_19:43:11:920,-7.84586,395.812,0.00309153,0.0192938,0.00398556,14.373,14.373,14.4529,1801.44,98.636,12.1138,10.6397,10.6397,-7.84586,-7.84586,8.57208,8.71267,154.462,0,1,0,0,8,0,255,255,877.4,98.5489,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,37,37,28.4,1.06165e-15,76.3,62.3,68.8,61.53,98.4,36.68,98.4,98.04,97.34,59.05,53.54,46.25,0,0,419.5,417.2,413.5,1615.7,1642.4,1655.4,50.047,2056.4,66.2,0.1997,8.715,8.714,8.709,8.841,8.712,8.682,16.54,15.04,13.4,308.2,329,306.1,18498,32793,33817,32793,8.3,8.3,8.3,5913,0,3,0,0,0,
2022_4_8_19:43:12:920,-8.81002,395.812,0.00302744,0.0189642,0.00403211,14.458,14.458,14.4732,1801.59,98.688,11.2627,10.3058,10.3058,-8.81002,-8.81002,8.24992,8.17367,154.469,0,1,0,0,8,0,255,255,775,98.8066,8,139,3075,468.8,14,4087,1,2058,1012,7,4080,3967,1141.2,204,2316,288,33.7,33,3276.7,37,37,28.39,1.06165e-15,76.3,62.27,68.8,61.58,98.4,36.7,98.4,98.06,97.38,59.09,53.55,46.24,0,0,418.2,417.3,414.2,1618.5,1651.3,1666.2,49.891,2044.4,58.3,-0.000200003,8.172,8.176,8.173,8.267,8.166,8.128,10.79,5.93,6.15,308.2,328.98,306.1,18498,32793,33817,32793,8.3,8.3,8.3,5913,0,3,0,0,0,
2022_4_8_19:43:13:920,-9.78185,395.812,0.00282296,0.0222068,0.0017437,14.4404,14.4404,14.4487,1805.86,99.417,10.9791,10.6151,10.6151,-9.78185,-9.78185,7.84141,7.78367,154.439,0,1,0,0,8,0,255,255,672.6,99.4713,8,139,3075,520,14,4087,1,2058,1012,7,4080,3967,1154,204,2316,288,33.7,33,3276.7,37,37,28.33,1.06165e-15,76.3,62.29,68.8,61.57,98.4,36.7,98.4,98.06,97.41,59.06,53.58,46.25,0,0,419.1,416.9,413.6,1634.8,1661.5,1675.7,49.985,2061.9,57.3,0.399,7.785,7.783,7.783,7.889,7.787,7.733,11.67,7.49,13.02,308.18,328.93,306.09,18498,32793,33817,32793,8,8,8,5913,0,3,0,0,0,
