SEC2000.2021.02.02SDTEZ
TimeStamp,gYawDev25s,gYawTwistPosition,gNacVibrationX,gNacVibrationY,gVibEffectiveValue,gRotSpeed1,gRotSpeed2,gRotSpeedSSI,gActualGenSpd,gConvTorqueActualVal,gWindSpeed10s,gWindSpeed1,gWindSpeed2,gWindDirection1Avg25s,gWindDirection2Avg25s,gPitSysTagPosSet,gPitchPosition,gHydSysPressure,gSCACosPhiSet,gScadaPowReduct,gBrakeCode,gYawCode,gMainLoopNumber,ManuControl,buf_safety_1,buf_safety_2,gCscDataIn.StateWord,gConvTorqueSetVal,buf_Conv_control,buf_gTBDI937101,buf_gTBDI937102,buf_gTBDO932201,buf_gTBDO932202,buf_gNacDI937101,buf_gNacDI937102,buf_gNacDI937103,buf_gNacDI937104,buf_gNacDI937105,buf_gNacDI937106,buf_gNacDI937107,buf_gNacDO932201,buf_gNacDO932202,buf_gNacDO932203,buf_gNacDO932204,gTmpCabTb,gTmpTb,gTmpTf,gTmpCabNac,gTmpNac,gTmpNacOutdoor,gYawSpeed,gTmpGbxLow,gTmpGbxInletOil,gTmpGbxOil,gTmpGbxWater,gTmpGenWinding,gTmpGenCoolWater,gTmpGenWindingU1,gTmpGenWindingV1,gTmpGenWindingW1,gTmpGenBearingF,gTmpGenBearingR,gTmpGenRing,gTmpGenInletAir,gTmpGenOutletAir,gGridU1,gGridU2,gGridU3,gGridIL1,gGridIL2,gGridIL3,gGridFreq,gGridP,gGridQ,gGridCosPhi,gPitPosEnc1[0],gPitPosEnc1[1],gPitPosEnc1[2],gPitPosEnc2[0],gPitPosEnc2[1],gPitPosEnc2[2],gPitDrvCurrentInv[0],gPitDrvCurrentInv[1],gPitDrvCurrentInv[2],gPitAxisBattVolt[0],gPitAxisBattVolt[1],gPitAxisBattVolt[2],gBufPitchStatus_1,gBufPitchStatus_2,gBufPitchStatus_3,gBufPitchStatus_4,gBufPitchStatus_5,gBufPitchStatus_6,gBufPitchStatus_7,gBufPitchStatus_8,BufferType,gRegion,,,,
2022_4_8_19:54:37:921,-8.68658,395.812,0.00312204,-0.000717185,0.000812046,0,0,-5.49522e-10,0,-0.005,8.7358,8.62071,8.62071,-8.68658,-8.68658,89,92.0067,155.812,0,1,70,120,1,0,254,11,512,0,0,139,3075,290,14,4087,1,2570,2036,7,4080,3967,1161,76,1539,0,33.6,33,3276.7,36.1,35.9,28,1.06165e-15,69,64.1,65.43,66.1,78.6,39.8,78.3,78.6,77.9,61.9,54.7,40.7,0,0,415,413,410,12,0,13,49.971,-11,-9,0.7563,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.8,308.69,306.2,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:54:38:920,-6.96144,395.812,0.00379955,-0.000854518,0.0010945,0,0,-7.63173e-21,0,-0.005,8.93187,9.43525,9.43525,-6.96144,-6.96144,89,92.0067,155.843,0,1,70,120,1,0,254,11,512,0,0,139,3075,290,14,4087,1,2570,2036,7,4080,3967,1161,76,1539,0,33.6,33,3276.7,36.1,35.9,28,1.06165e-15,69,64.1,65.46,66.1,78.6,39.8,78.27,78.6,77.89,61.9,54.7,40.7,0,0,415.1,413.2,410.1,12,0,13,49.984,-11,-9,0.7556,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.8,308.69,306.2,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:54:39:920,-5.03512,395.812,0.00392468,-0.000778222,0.00109405,0,0,-1.05989e-31,0,-0.009,8.99213,8.45713,8.45713,-5.03512,-5.03512,89,92.0067,155.835,0,1,70,120,1,0,254,11,512,0,0,139,3075,290,14,4087,1,2570,2036,7,4080,3967,1161,76,1539,0,33.6,33,3276.7,36.1,35.9,28,1.06165e-15,69,64.1,65.45,66.1,78.58,39.8,78.2,78.58,77.8,61.9,54.7,40.7,0,0,415.3,413.7,410.4,12,0,13,49.968,-11,-9,0.7576,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.8,308.69,306.27,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:54:40:920,-3.80107,395.812,0.00367901,-0.000808741,0.000935634,0,0,0.00178506,0,-0.007,8.71961,8.83953,8.83953,-3.80107,-3.80107,89,92.0067,155.806,0,1,70,120,1,0,254,11,512,0,0,139,3075,290,14,4087,1,2570,2036,7,4080,3967,1161,76,1539,0,33.6,33,3276.7,36.1,35.9,28,1.06165e-15,69,64.1,65.44,66.1,78.5,39.8,78.2,78.5,77.8,61.9,54.7,40.7,0,0,415.5,413.9,410.5,12,0,13,49.993,-11,-9,0.756,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.8,308.63,306.22,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:54:41:920,-4.73879,395.812,0.00352489,-0.000747703,0.00070259,0,0,-0.00178483,0,-0.006,8.80055,8.57921,8.57921,-4.73879,-4.73879,89,92.0067,155.774,0,1,70,120,1,0,254,11,614.4,0,0,139,3075,341.2,14,4087,1,2570,2036,7,4080,3967,1173.8,76,1539,0,33.6,33,3276.7,36.1,35.9,28,1.06165e-15,69,64.1,65.44,66.1,78.5,39.8,78.18,78.5,77.8,61.9,54.7,40.7,0,0,415.2,413.9,410.6,12,0,13,49.972,-11,-9,0.7573,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.8,308.6,306.25,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:54:42:920,-5.60007,395.812,0.00279244,-0.000793481,0.000550072,0,0,-2.21693e-07,0,-0.009,8.84808,9.38261,9.38261,-5.60007,-5.60007,89,92.0067,155.82,0,1,70,120,1,0,254,11,409.6,0,0,139,3075,290,14,4087,1,2570,2036,7,4080,3967,1161,76,1539,0,33.6,33,3276.7,36.1,35.9,28,1.06165e-15,69,64.1,65.44,66.1,78.49,39.8,78.1,78.49,77.8,61.9,54.7,40.7,0,0,415.1,413.8,410.5,12,0,13,49.986,-11,-9,0.7577,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.81,308.63,306.28,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:54:43:920,-5.61537,395.812,0.00246284,-0.000793481,0.000653958,0,0,0.000580091,0,-0.009,9.14307,10.0575,10.0575,-5.61537,-5.61537,89,92.0067,155.774,0,1,70,120,1,0,254,11,614.4,0,0,139,3075,290,14,4087,1,2570,2036,7,4080,3967,1161,76,1539,0,33.6,33,3276.7,36.1,35.9,28,1.06165e-15,69,64.1,65.42,66.11,78.4,39.8,78.1,78.4,77.8,61.9,54.7,40.7,0,0,415.1,413.2,410.2,12,0,13,49.981,-11,-9,0.7569,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.8,308.6,306.21,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:54:44:920,-5.42627,395.812,0.00227363,-0.000762963,0.000820694,0,0,-0.000209524,0,-0.01,9.62259,10.067,10.067,-5.42627,-5.42627,89,92.0067,155.782,0,1,70,120,1,0,254,11,409.6,0,0,139,3075,290,14,4087,1,2570,2036,7,4080,3967,1161,76,1539,0,33.6,33,3276.7,36.1,35.9,28,1.06165e-15,69,64.1,65.42,66.12,78.4,39.8,78.08,78.4,77.8,61.9,54.7,40.68,0,0,414.9,413.6,410.4,12,0,13,49.976,-11,-9,0.7571,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.8,308.6,306.21,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:54:45:920,-4.84825,395.812,0.00167852,-0.000808741,0.0012058,0,0,-0.000370568,0,-0.009,9.38822,8.10754,8.10754,-4.84825,-4.84825,89,92.0067,155.744,0,1,70,120,1,0,254,11,716.8,0,0,139,3075,290,14,4087,1,2570,2036,7,4080,3967,1161,76,1539,0,33.6,33,3276.7,36.1,35.9,28,1.06165e-15,69,64.1,65.43,66.15,78.4,39.8,78,78.4,77.7,61.9,54.7,40.64,0,0,415.5,413.6,410.6,12.8,2.3,13.5,49.98,-11.1,-9.1,0.758,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.79,308.52,306.2,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:54:46:920,-3.05817,395.812,0.0015244,-0.000793481,0.0012231,0,0,-2.49476e-14,0,-0.007,8.8815,8.5464,8.5464,-3.05817,-3.05817,89,92.0067,155.805,0,1,70,120,1,0,254,11,307.2,0,0,139,3075,341.2,14,4087,1,2570,2036,7,4080,3967,1173.8,76,1539,0,33.6,33,3276.7,36.1,35.9,28,1.06165e-15,69,64.17,65.41,66.16,78.3,39.8,78,78.3,77.7,61.9,54.7,40.64,0,0,415.3,413.7,410.6,12.1,1.2,13.1,49.981,-11.1,-9.1,0.7583,91.65,92.28,92.09,91.6,92.27,92.05,0,-0.01,0,306.8,308.51,306.27,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:54:47:920,-0.75363,395.812,0.00167852,-0.000778222,0.00108114,0,0,-3.4647e-25,0,-0.008,9.02866,9.65941,9.65941,-0.75363,-0.75363,89,92.0067,155.773,0,1,70,120,1,0,254,11,716.8,0,0,139,3075,290,14,4087,1,2570,2036,7,4080,3967,1161,76,1539,0,33.6,33,3276.7,36.1,35.9,27.98,1.06165e-15,69,64.16,65.4,66.16,78.3,39.8,77.98,78.3,77.68,61.9,54.7,40.61,0,0,415.2,413.6,410.5,13,10.8,13.8,49.986,-11.8,-10,0.7535,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.8,308.49,315.09,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:54:48:920,0.821762,395.812,0.0024781,-0.000732444,0.000597779,0,0,-4.81176e-36,0,-0.005,8.97566,7.85699,7.85699,0.821762,0.821762,89,92.0067,155.782,0,1,70,120,1,0,254,11,409.6,0,0,139,3075,290,14,4087,1,2570,2036,7,4080,3967,1161,76,1539,0,33.6,33,3276.7,36.1,35.9,27.99,1.06165e-15,69,64.2,65.4,66.18,78.28,39.8,77.9,78.28,77.6,61.9,54.7,40.61,0,0,414.9,413.5,410.3,13,0,13.2,49.99,-11,-10,0.7713,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.8,308.42,326.52,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:54:49:920,0.378609,395.812,0.00338755,-0.000793481,0.000687773,0,0,0,0,-0.007,8.37244,7.46696,7.46696,0.378609,0.378609,89,92.0067,155.75,0,1,70,120,1,0,254,11,614.4,0,0,139,3075,238.8,14,4087,1,2570,2036,7,4080,3967,1148.2,76,1539,0,33.6,33,3276.7,36.1,35.9,27.96,1.06165e-15,68.97,64.2,65.4,66.2,78.2,39.8,77.9,78.2,77.6,61.9,54.7,40.63,0,0,415.1,413.4,410.4,13,0,13.1,49.981,-11,-10,0.7736,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.78,308.4,326.84,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:54:50:920,0.431017,395.812,0.00411847,-0.000824,0.00132704,0,0,0,0,-0.005,8.3289,9.49614,9.49614,0.431017,0.431017,89,92.0067,155.812,0,1,70,120,1,0,254,11,409.6,0,0,139,3075,290,14,4087,1,2570,2036,7,4080,3967,1161,76,1539,0,33.6,33,3276.7,36.1,35.9,27.92,1.06165e-15,69,64.2,65.4,66.2,78.2,39.8,77.85,78.2,77.59,61.9,54.7,40.6,0,0,415.2,414,410.8,13,0,13.2,49.973,-11,-10,0.7676,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.8,308.36,327,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:54:51:920,-0.0447688,395.812,0.00437788,-0.000808741,0.0014594,0,0,0,0,-0.006,9.01763,9.75356,9.75356,-0.0447688,-0.0447688,89,92.0067,155.774,0,1,70,120,1,0,254,11,614.4,0,0,139,3075,290,14,4087,1,2570,2036,7,4080,3967,1161,76,1539,0,33.6,33,3276.7,36.1,35.9,27.9,1.06165e-15,68.93,64.2,65.4,66.2,78.19,39.8,77.8,78.19,77.51,61.9,54.7,40.63,0,0,415.2,413.7,410.5,12.8,0,13.1,49.999,-11,-10,0.7701,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.8,308.31,327.17,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:54:52:920,-0.647365,395.812,0.00423902,-0.000793481,0.00136624,0,0,0.000727418,0,-0.008,9.18122,9.58037,9.58037,-0.647365,-0.647365,89,92.0067,155.789,0,1,70,120,1,0,254,11,512,0,0,139,3075,290,14,4087,1,2570,2036,7,4080,3967,1161,76,1539,0,33.6,33,3276.7,36.1,35.9,27.9,1.06165e-15,68.9,64.18,65.4,66.2,78.11,39.8,77.8,78.11,77.5,61.9,54.7,40.61,0,0,415,413.5,410.5,12.5,0,13,49.979,-11,-9.9,0.7728,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.8,308.31,327.3,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:54:53:920,-1.1583,395.812,0.00425428,-0.000778222,0.00114844,0,0,-0.000727336,0,-0.005,9.34115,9.2764,9.2764,-1.1583,-1.1583,89,92.0067,155.782,0,1,70,120,1,0,254,11,512,0,0,139,3075,290,14,4087,1,2570,2036,7,4080,3967,1161,76,1539,0,33.6,33,3276.7,36.1,35.9,27.9,1.06165e-15,68.9,64.2,65.4,66.2,78.1,39.8,77.8,78.1,77.49,61.9,54.7,40.61,0,0,415,413.4,410.4,12.1,0,13.1,49.981,-11,-9,0.7724,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.8,308.3,327.36,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:54:54:920,-1.225,395.812,0.00399182,-0.000762963,0.000735426,0,0,-8.15289e-08,0,-0.007,9.22441,9.02081,9.02081,-1.225,-1.225,89,92.0067,155.766,0,1,70,120,1,0,254,11,512,0,0,139,3075,238.8,14,4087,1,2570,2036,7,4080,3967,1148.2,76,1539,0,33.6,33,3276.7,36.1,35.9,27.9,1.06165e-15,68.9,64.2,65.4,66.2,78.1,39.8,77.8,78.1,77.42,61.9,54.7,40.6,0,0,415.4,414,410.9,12.2,0,13.1,49.989,-11,-9,0.7699,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.78,308.3,327.39,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:54:55:920,-1.5009,395.812,0.00357067,-0.000793481,0.000447711,0,0,0.000413639,0,-0.006,9.25496,9.71465,9.71465,-1.5009,-1.5009,89,92.0067,155.789,0,1,70,120,1,0,254,11,512,0,0,139,3075,290,14,4087,1,2570,2036,7,4080,3967,1161,76,1539,0,33.6,33,3276.7,36.1,35.9,27.9,1.06165e-15,68.9,64.2,65.4,66.2,78.01,39.8,77.8,78.01,77.4,61.9,54.7,40.6,0,0,415.5,413.9,410.8,12.3,0,13,50.007,-11,-9,0.7654,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.8,308.27,327.4,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:54:56:920,-1.00013,395.812,0.00321818,-0.000778222,0.000139966,0,0,0.000403076,0,-0.005,9.46982,9.58174,9.58174,-1.00013,-1.00013,89,92.0067,155.782,0,1,70,120,1,0,254,11,614.4,0,0,139,3075,290,14,4087,1,2570,2036,7,4080,3967,1161,76,1539,0,33.6,33,3276.7,36.1,35.9,27.9,1.06165e-15,68.9,64.2,65.4,66.2,78,39.8,77.76,78,77.4,61.9,54.7,40.6,0,0,415.6,414,411,12.3,0,13,49.992,-11,-9,0.7668,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.8,308.26,327.4,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:54:57:920,-0.167682,395.812,0.00265511,-0.000778222,0.000557468,0,0,-0.000816715,0,-0.007,9.43871,9.2587,9.2587,-0.167682,-0.167682,89,92.0067,155.758,0,1,70,120,1,0,254,11,409.6,0,0,139,3075,290,14,4087,1,2570,2036,7,4080,3967,1161,76,1539,0,33.6,33,3276.7,36.1,35.9,27.9,1.06165e-15,68.9,64.2,65.4,66.2,78,39.8,77.7,78,77.3,61.9,54.7,40.6,0,0,415.4,414,411,12.1,0,13,49.985,-11,-9,0.7641,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.8,308.2,327.4,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:54:58:920,-1.1066,395.812,0.00241707,-0.000762963,0.000795742,0,0,-3.70265e-12,0,-0.009,9.33859,9.46211,9.46211,-1.1066,-1.1066,89,92.0067,155.843,0,1,70,120,1,0,254,11,614.4,0,0,139,3075,290,14,4087,1,2570,2036,7,4080,3967,1161,76,1539,0,33.6,33,3276.7,36.1,35.9,27.9,1.06165e-15,68.9,64.2,65.4,66.2,77.9,39.8,77.7,77.9,77.3,61.9,54.7,40.6,0,0,415.3,413.8,410.7,12,0,13,50.005,-11,-9,0.7688,91.65,92.28,92.09,91.6,92.27,92.05,0,-0.01,0,306.8,308.2,327.4,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:54:59:920,-2.68993,395.812,0.00276193,-0.000732444,0.000419748,0,0,0.0021987,0,-0.006,9.67122,10.446,10.446,-2.68993,-2.68993,89,92.0067,155.821,0,1,70,120,1,0,254,11,512,0,0,139,3075,238.8,14,4087,1,2570,2036,7,4080,3967,1148.2,76,1539,0,33.6,33,3276.7,36.1,35.9,27.9,1.06165e-15,68.9,64.2,65.4,66.2,77.9,39.8,77.68,77.9,77.3,61.9,54.7,40.61,0,0,415.4,413.7,410.8,12.1,0,13.1,50.004,-11,-9,0.7694,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.8,308.2,327.5,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:55:0:920,-4.23513,395.812,0.00344859,-0.000778222,0.000304313,0,0,3.29022e-05,0,-0.008,9.84024,9.76302,9.76302,-4.23513,-4.23513,89,92.0067,155.766,0,1,70,120,1,0,254,11,512,0,0,139,3075,290,14,4087,1,2570,2036,7,4080,3967,1161,76,1539,0,33.6,33,3276.7,36.1,35.9,27.9,1.06165e-15,68.9,64.2,65.4,66.2,77.9,39.8,77.6,77.9,77.21,61.9,54.7,40.6,0,0,415.2,414,410.9,12.1,0,13.1,50.003,-11,-9,0.7681,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.8,308.2,327.5,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:55:1:920,-4.98459,395.812,0.00377209,-0.000793481,0.000530252,0,0,-0.000392439,0,-0.009,9.6107,8.83984,8.83984,-4.98459,-4.98459,89,92.0067,155.782,0,1,70,120,1,0,254,11,512,0,0,139,3075,290,14,4087,1,2570,2036,7,4080,3967,1161,76,1539,0,33.6,33,3276.7,36.1,35.9,27.9,1.06165e-15,68.9,64.2,65.4,66.2,77.82,39.8,77.6,77.82,77.2,61.9,54.7,40.6,0,0,414.9,413.8,410.6,12,0,13,50.008,-11,-9,0.7672,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.8,308.2,327.59,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:55:2:920,-5.78396,395.812,0.00471511,-0.000793481,0.00139172,0,0,-0.00183879,0.03,-0.009,9.35734,9.43983,9.43983,-5.78396,-5.78396,89,92.0067,155.805,0,1,70,120,1,0,254,11,512,0,0,139,3075,341.2,14,4087,1,2570,2036,7,4080,3967,1173.8,76,1539,0,33.6,33,3276.7,36.1,35.9,27.9,1.06165e-15,68.9,64.2,65.4,66.2,77.8,39.8,77.54,77.8,77.2,61.9,54.7,40.6,0,0,415.1,413.7,410.5,12,0,13,50.015,-11,-9,0.7677,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.8,308.19,327.64,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:55:3:920,-6.9034,395.812,0.00512406,-0.000762963,0.00159908,0,0,-3.6551e-07,0,-0.009,9.54059,9.64903,9.64903,-6.9034,-6.9034,89,92.0067,155.828,0,1,70,120,1,0,254,11,614.4,0,0,139,3075,290,14,4087,1,2570,2036,7,4080,3967,1161,76,1539,0,33.6,33,3276.7,36.1,35.9,27.9,1.06165e-15,68.9,64.2,65.4,66.2,77.8,39.8,77.5,77.8,77.12,61.9,54.7,40.6,0,0,415.1,413.7,410.8,12.1,0,13.1,49.999,-11,-9,0.768,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.79,308.2,327.73,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:55:4:920,-8.00894,395.812,0.00565813,-0.000793481,0.00198751,0,0,0.000649534,0,-0.008,9.44498,9.49644,9.49644,-8.00894,-8.00894,89,92.0067,155.797,0,1,70,120,1,0,254,11,409.6,0,0,139,3075,290,14,4087,1,2570,2036,7,4080,3967,1161,76,1539,0,33.6,33,3276.7,36.1,35.9,27.9,1.06165e-15,68.89,64.2,65.4,66.2,77.8,39.8,77.5,77.8,77.1,61.9,54.7,40.6,0,0,415.4,413.4,410.3,12.1,0,13.1,50.016,-11,-9,0.7678,91.65,92.28,92.09,91.6,92.27,92.05,0,-0.01,0,306.8,308.19,327.82,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:55:5:920,-8.88631,395.812,0.00651875,-0.000824,0.00259841,0,0,7.85568e-05,0,-0.009,9.5579,9.41816,9.41816,-8.88631,-8.88631,89,92.0067,155.782,0,1,70,120,1,0,254,11,614.4,0,0,139,3075,290,14,4087,1,2570,2036,7,4080,3967,1161,76,1539,0,33.59,33,3276.7,36.1,35.9,27.9,1.06165e-15,68.84,64.2,65.4,66.2,77.8,39.8,77.49,77.8,77.1,61.9,54.7,40.6,0,0,415,413.1,410.1,12,0,13,50.016,-11,-9,0.766,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.8,308.18,327.89,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:55:6:920,-9.78759,395.812,0.00667592,-0.000747703,0.00245543,0,0,0.0015029,0,-0.008,9.25716,8.52443,8.52443,-9.78759,-9.78759,89,92.0067,155.805,0,1,70,120,1,0,254,11,409.6,0,0,139,3075,290,14,4087,1,2570,2036,7,4080,3967,1161,76,1539,0,33.6,33,3276.7,36.1,35.9,27.9,1.06165e-15,68.83,64.2,65.4,66.2,77.8,39.8,77.4,77.8,77.07,61.9,54.7,40.64,0,0,415.1,413.1,410.1,12,0,13,50.014,-11,-9,0.7684,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.78,308.12,327.9,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:55:7:920,-9.61503,395.812,0.00669118,-0.000793481,0.00244201,0,0,-0.000425895,0,-0.004,8.87362,7.83318,7.83318,-9.61503,-9.61503,89,92.0067,155.819,0,1,70,120,1,0,254,11,716.8,0,0,139,3075,341.2,14,4087,1,2570,2036,7,4080,3967,1173.8,76,1539,0,33.59,33,3276.7,36.1,35.9,27.9,1.06165e-15,68.81,64.2,65.4,66.2,77.72,39.8,77.4,77.72,77,61.9,54.7,40.66,0,0,415,413.2,410.1,12,0,13.1,50.01,-11,-9,0.7669,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.78,308.11,327.9,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:55:8:920,-8.64412,395.812,0.00644398,-0.000747703,0.00200544,0,0,-0.00180497,0,-0.004,8.48665,8.35719,8.35719,-8.64412,-8.64412,89,92.0067,155.782,0,1,70,120,1,0,254,11,307.2,0,0,139,3075,290,14,4087,1,2570,2036,7,4080,3967,1161,76,1539,0,33.6,33,3276.7,36.1,35.9,27.9,1.06165e-15,68.8,64.2,65.4,66.2,77.7,39.8,77.38,77.7,77,61.9,54.7,40.7,0,0,415,413.5,410.3,12,0,13,50.012,-11,-9,0.7678,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.78,308.11,327.9,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:55:9:920,-7.62213,395.812,0.00572222,-0.000762963,0.00101981,0,0,0.000405163,0,-0.002,8.48478,8.35459,8.35459,-7.62213,-7.62213,89,92.0067,155.766,0,1,70,120,1,0,254,11,716.8,0,0,139,3075,290,14,4087,1,2570,2036,7,4080,3967,1161,76,1539,0,33.6,33,3276.7,36.1,35.9,27.9,1.06165e-15,68.8,64.2,65.4,66.2,77.7,39.8,77.3,77.7,77,61.9,54.7,40.7,0,0,415,413.5,410.3,12.1,0,13.1,50.016,-11,-9,0.7689,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.8,308.1,327.9,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:55:10:920,-8.00626,395.812,0.00503403,-0.000778222,0.000599109,0,0,0.00182602,0,0,8.38134,8.18445,8.18445,-8.00626,-8.00626,89,92.0067,155.75,0,1,70,120,1,0,254,11,409.6,0,0,139,3075,290,14,4087,1,2570,2036,7,4080,3967,1161,76,1539,0,33.6,33,3276.7,36.1,35.9,27.89,1.06165e-15,68.8,64.2,65.4,66.2,77.64,39.8,77.3,77.64,77,61.9,54.7,40.7,0,0,415,413.4,410.5,12,0,13,50.021,-11,-9,0.7656,91.65,92.28,92.09,91.6,92.27,92.05,0,-0.01,0,306.77,308.1,327.9,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:55:11:920,-7.35591,395.812,0.00451674,-0.000778222,0.000198423,0,0,-0.000579813,0,0,8.34044,8.42784,8.42784,-7.35591,-7.35591,89,92.0067,155.805,0,1,70,120,1,0,254,11,614.4,0,0,139,3075,290,14,4087,1,2570,2036,7,4080,3967,1161,76,1539,0,33.6,33,3276.7,36.1,35.9,27.82,1.06165e-15,68.8,64.2,65.4,66.2,77.6,39.8,77.28,77.6,77,61.9,54.7,40.7,0,0,415,413.1,410.2,12,0,13,50.005,-11,-9,0.7655,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.71,308.1,327.9,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:55:12:920,-6.70737,395.812,0.00393994,-0.000778222,0.0007625,0,0,0.000209524,0,0,8.46479,8.40724,8.40724,-6.70737,-6.70737,89,92.0067,155.75,0,1,70,120,1,0,254,11,409.6,0,0,139,3075,341.2,14,4087,1,2570,2036,7,4080,3967,1173.8,76,1539,0,33.57,33,3276.7,36.1,35.9,27.8,1.06165e-15,68.8,64.2,65.4,66.2,77.6,39.8,77.21,77.6,77,61.9,54.7,40.7,0,0,414.8,413.2,410.2,12,0,13.1,50.007,-11,-9,0.7644,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.73,308.1,327.9,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
2022_4_8_19:55:13:920,-5.56968,395.812,0.0036317,-0.000793481,0.000889469,0,0,0.000370568,0,0,8.04459,6.86666,6.86666,-5.56968,-5.56968,89,92.0067,155.797,0,1,70,120,1,0,254,11,614.4,0,0,139,3075,290,14,4087,1,2570,2036,7,4080,3967,1161,76,1539,0,33.57,33,3276.7,36.1,35.9,27.8,1.06165e-15,68.8,64.2,65.4,66.2,77.57,39.8,77.2,77.57,76.9,61.9,54.7,40.7,0,0,415,413,410,12,0,13,50.012,-11,-9,0.7648,91.65,92.28,92.09,91.6,92.27,92.05,0,0,0,306.71,308.06,327.9,27968,32779,32779,33803,10,10,6,5913,1,1,0,0,0,
